,tokenids,sentences,targets
399,64343,"""`` I 've made up my mind to stay simply for the sake of getting better acquainted with that Anne-girl , '' "", ","36,Miss Barry,11,Josephine,5,Miss Josephine Barry,2,Barry,1,Josephine Barry,
"
400,45372,"""`` I shall never forgive Gilbert Blythe , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
401,88825,"""`` and your hair is ever so much darker than it used to be before you cut it . '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
402,79388,"""`` There 's a barrel of it over there , '' "", ","6,Miss Harris,
"
403,113696,"""`` I 'll win that scholarship if hard work can do it , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
404,6145,"""`` Well , that is one of the things to find out sometime . Is n't it splendid to think of all the things there are to find out about ? It just makes me feel glad to be alive -- it 's such an interesting world . It would n't be half so interesting if we know all about everything , would it ? There 'd be no scope for imagination then , would there ? But am I talking too much ? People are always telling me I do . Would you rather I did n't talk ? If you say so I 'll stop . I can _ stop _ when I make up my mind to it , although it 's difficult . '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
405,41188,"""`` and so I decided to confess because I was bound to get to the picnic . I thought out a confession last night after I went to bed and made it as interesting as I could . And I said it over and over so that I would n't forget it . But you would n't let me go to the picnic after all , so all my trouble was wasted . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
406,29123,"""`` Well ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
407,123150,"""`` Mrs. Lynde ! '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
408,111084,"""`` The Maiden 's Vow '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
409,106033,"""`` Anne , you 've passed , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
410,63447,"""`` You can go in if you want to . I would n't dare . And I do n't believe you 'll do a bit of good . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
411,37647,"""`` Oh , Marilla , looking forward to things is half the pleasure of them , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
412,124199,"""`` I did n't think you and Gilbert Blythe were such good friends that you 'd stand for half an hour at the gate talking to him , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
413,60113,"""`` I 'm sure the Debating Club is a most respectable affair , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
414,91710,"""`` I do n't see how , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
415,24648,"""`` Anne , did you hear me tell you to go to your room ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
416,103215,"""`` Do you think you 'll be able to get through ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
417,20982,"""`` Well , I 'll do my best , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
418,74915,"""`` I might have known you 'd go and do something of the sort when I let you go to that party , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
419,53322,"""`` No . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
420,58950,"""`` You see before you a perfectly happy person , Marilla , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
421,19725,"""`` It 'd be more to the point if you could say she was a useful little thing , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
422,44980,"""`` It was my fault Mr. Phillips . I teased her . '' "", ","45,Mr. Phillips,
"
423,19243,"""`` I think you 'd better learn to control that imagination of yours , Anne , if you ca n't distinguish between what is real and what is n't , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
424,82080,"""`` Yes , she did , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
425,29914,"""`` Oh , Mrs. Lynde ! '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
426,9763,"""`` Well , this is a pretty piece of business ! '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
427,76419,"""`` chew '' "", ","7,Julia Bell,1,Julia,
"
428,82698,"""`` speak '' "", ","7,Julia Bell,1,Julia,
"
429,38374,"""`` You did n't put it back , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
430,31613,"""`` Trust you for that ! Well , hang those dresses carefully up in your closet , and then sit down and learn the Sunday school lesson . I got a quarterly from Mr. Bell for you and you 'll go to Sunday school tomorrow , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
431,13888,"""`` I think he 's lovely , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
432,26411,"""`` Did anybody ever see such a temper ! '' "", ","130,Mrs. Lynde,58,Mrs. Rachel,17,Rachel,12,Mrs. Rachel Lynde,5,Rachel Lynde,3,Lynde,1,MRS. Rachel Lynde,
"
433,90747,"""`` We were playing Elaine '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
434,47356,"""`` Well , since you 've asked my advice , Marilla , '' "", ","130,Mrs. Lynde,58,Mrs. Rachel,17,Rachel,12,Mrs. Rachel Lynde,5,Rachel Lynde,3,Lynde,1,MRS. Rachel Lynde,
"
435,20732,"""`` Why must people kneel down to pray ? If I really wanted to pray I 'll tell you what I 'd do . I 'd go out into a great big field all alone or into the deep , deep , woods , and I 'd look up into the sky -- up -- up -- up -- into that lovely blue sky that looks as if there was no end to its blueness . And then I 'd just _ feel _ a prayer . Well , I 'm ready . What am I to say ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
436,65546,"""`` I guess you did your part in attending to the work and letting me rest , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
437,9833,"""`` You do n't want me ! '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
438,45335,"""`` Oh how could you , Anne ? '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
439,39771,"""`` I took it just as you said . I did n't mean to take it when I went in . But it did look so beautiful , Marilla , when I pinned it on my breast that I was overcome by an irresistible temptation . I imagined how perfectly thrilling it would be to take it to Idlewild and play I was the Lady Cordelia Fitzgerald . It would be so much easier to imagine I was the Lady Cordelia if I had a real amethyst brooch on . Diana and I make necklaces of roseberries but what are roseberries compared to amethysts ? So I took the brooch . I thought I could put it back before you came home . I went all the way around by the road to lengthen out the time . When I was going over the bridge across the Lake of Shining Waters I took the brooch off to have another look at it . Oh , how it did shine in the sunlight ! And then , when I was leaning over the bridge , it just slipped through my fingers -- so -- and went down -- down -- down , all purply-sparkling , and sank forevermore beneath the Lake of Shining Waters . And that 's the best I can do at confessing , Marilla . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
440,108249,"""`` I 'm so glad my window looks east into the sun rising , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
441,53103,"""`` Your mother has n't relented ? '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
442,76212,"""`` and that is that your fall off the Barry roof has n't injured your tongue at all . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
443,88239,"""`` I did n't say anything when Josie said that to me , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
444,42334,"""`` they 're always rustling and whispering to you '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
445,106157,"""`` You did just splendidly , Anne , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
446,114429,"""`` dream girl , '' "", ","4,Stella Maynard,1,Stella,
"
447,32670,"""`` Not out loud , I hope , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
448,80573,"""`` Merry Christmas , Marilla ! Merry Christmas , Matthew ! Is n't it a lovely Christmas ? I 'm so glad it 's white . Any other kind of Christmas does n't seem real , does it ? I do n't like green Christmases . They 're not green -- they 're just nasty faded browns and grays . What makes people call them green ? Why -- why -- Matthew , is that for me ? Oh , Matthew ! '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
449,80898,"""`` Well , well , let us have breakfast , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
450,33366,"""`` Oh . I know pink and yellow are n't becoming to me , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
451,23553,"""`` Diana Barry lives over at Orchard Slope and she 's about your age . She 's a very nice little girl , and perhaps she will be a playmate for you when she comes home . She 's visiting her aunt over at Carmody just now . You 'll have to be careful how you behave yourself , though . Mrs. Barry is a very particular woman . She wo n't let Diana play with any little girl who is n't nice and good . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
452,81528,"""`` Oh , has n't it been a brilliant evening ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
453,115405,"""`` but just now I honestly feel that as long as I know the violets are coming out all purple down in the hollow below Green Gables and that little ferns are poking their heads up in Lovers ' Lane , it 's not a great deal of difference whether I win the Avery or not . I 've done my best and I begin to understand what is meant by the ` joy of the strife . ' Next to trying and winning , the best thing is trying and failing . Girls , do n't talk about exams ! Look at that arch of pale green sky over those houses and picture to yourself what it must look like over the purply-dark beech-woods back of Avonlea . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
454,15276,"""`` No , I do n't know as I ever did , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
455,31354,"""`` Pretty ! '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
456,27654,"""`` you must go to her and tell her you are very sorry for your bad temper and ask her to forgive you . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
457,46669,"""`` Oh , Anne ! '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
458,84866,"""`` I think this story-writing business is the foolishest yet , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
459,52992,"""`` Poor little soul , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
460,39259,"""`` She 'll stay in her room until she confesses , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
461,107998,"""`` She looks neat and proper . I like that way of fixing her hair . But I expect she 'll ruin that dress driving over there in the dust and dew with it , and it looks most too thin for these damp nights . Organdy 's the most unserviceable stuff in the world anyhow , and I told Matthew so when he got it . But there is no use in saying anything to Matthew nowadays . Time was when he would take my advice , but now he just buys things for Anne regardless , and the clerks at Carmody know they can palm anything off on him . Just let them tell him a thing is pretty and fashionable , and Matthew plunks his money down for it . Mind you keep your skirt clear of the wheel , Anne , and put your warm jacket on . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
462,76196,"""`` There 's one thing plain to be seen , Anne , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
463,18293,"""`` Well , I 'll go in and we 'll talk the matter over , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
464,83407,"""`` I would n't -- but there ! I wo n't say what I was going to because it was extremely uncharitable . Besides , I was comparing it with my own nose and that 's vanity . I 'm afraid I think too much about my nose ever since I heard that compliment about it long ago . It really is a great comfort to me . Oh , Diana , look , there 's a rabbit . That 's something to remember for our woods composition . I really think the woods are just as lovely in winter as in summer . They 're so white and still , as if they were asleep and dreaming pretty dreams . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
465,119252,"""`` We 've got each other , Anne . I do n't know what I 'd do if you were n't here -- if you 'd never come . Oh , Anne , I know I 've been kind of strict and harsh with you maybe -- but you must n't think I did n't love you as well as Matthew did , for all that . I want to tell you now when I can . It 's never been easy for me to say things out of my heart , but at times like this it 's easier . I love you as dear as if you were my own flesh and blood and you 've been my joy and comfort ever since you came to Green Gables . '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
466,70867,"""`` Baking powder fiddlesticks ! Go and bring me the bottle of vanilla you used . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
467,124076,"""`` We are going to be the best of friends , '' "", ","62,Gilbert,51,Gilbert Blythe,2,Blythe,
"
468,31106,"""`` Thanks be to goodness for that , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
469,105642,"""`` haunting '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
470,92335,"""`` Charlotte Gillis is going to be married in the church after all and Mrs. Allan wants us to decorate it , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
471,76791,"""`` But we wanted a crow 's nest for nature study , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
472,53439,"""`` And I will always love thee , Diana , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
473,28271,"""`` She 'll have her meals regular , and I 'll carry them up to her myself . But she 'll stay up there until she 's willing to apologize to Mrs. Lynde , and that 's final , Matthew . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
474,114910,"""`` That Anne-girl improves all the time , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
475,107968,"""`` Come right in and look at our elocutionist , Marilla . Does n't she look lovely ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
476,111001,"""`` Oh , Marilla , it 's just lovely , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
